Name,Team,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,NameASCII,PlayerId,MLBAMID
"Aroldis Chapman","BOS",4.2435078620910645,-4.994218349456787,9.237726211547852,25.91699981689453,2.6123692989349365,1.9190865755081177,1.7428348064422607,1.7823700904846191,2.7208917140960693,24,2.359125852584839,-0.14791354134895407,39,7,"Aroldis Chapman",10233,547973
"Andrew Kittredge","- - -",1.317276120185852,-3.24063503742218,4.557911038398743,2.7549997568130493,0.28100350499153137,1.133412829232872,1.1849310761791165,1.2722962962256537,1.4139027112239115,37,0.7776488065719604,0.3845721302401137,20,7,"Andrew Kittredge",12828,552640
"Matt Strahm","PHI",2.2950241565704346,-4.9150166511535645,7.21004056930542,11.004000663757324,1.1149063110351562,1.4870631694793701,1.4177671670913696,1.4976242780685425,1.6141915321350098,47,0.6454412341117859,0.8978853734417698,30,7,"Matt Strahm",13799,621381
"Brent Suter","CIN",-0.5702338218688965,-2.444793939590454,1.8745601177215576,-4.5269999504089355,-0.475180059671402,0.4301389157772064,0.4494735300540924,0.4446755349636078,0.7613538503646851,26,0.3402172029018402,-1.665914090472583,2,7,"Brent Suter",13942,608718
"Anthony Banda","LAD",1.2695008516311646,-3.794529438018799,5.064030170440674,14.390999794006348,1.4869900941848755,0.9902542233467102,0.8330132365226746,0.9328942894935608,1.2587308883666992,55,0.9667717814445496,0.3152231060306072,16,7,"Anthony Banda",14706,607455
"Edwin Díaz","NYM",3.725680351257324,-6.974020004272461,10.699700355529785,17.857999801635742,1.856165885925293,2.012707233428955,1.5550085306167603,1.6422935724258423,2.295942783355713,14,2.01955246925354,-0.16847334091451338,33,7,"Edwin Diaz",14710,621242
"Bryan Abreu","HOU",2.073488235473633,-7.9939656257629395,10.06745433807373,15.220999717712402,1.5242335796356201,1.807715892791748,1.5264033079147339,1.5957200527191162,1.5469725131988525,51,1.3338334560394287,-0.18681237615533308,35,7,"Bryan Abreu",16609,650556
"Garrett Whitlock","BOS",3.066002130508423,-5.682287693023682,8.748290061950684,20.003000259399414,1.993410348892212,1.5357645750045776,1.3944813013076782,1.5448418855667114,1.657649040222168,53,2.210801124572754,-0.21439999616459016,31,7,"Garrett Whitlock",20191,676477
"Daniel Lynch IV","KCR",0.8816348910331726,-2.8481125831604004,3.7297475337982178,13.31100082397461,1.3414041996002197,0.7841245532035828,0.7825947403907776,0.9210545420646667,1.1819149255752563,47,-0.14867417514324188,1.2730298498013126,11,7,"Daniel Lynch IV",21537,663738
"Brenan Hanifee","DET",-0.2560977339744568,-3.967085838317871,3.7109880447387695,0.8470001220703125,0.0802290216088295,0.8264014720916748,0.7603858709335327,0.8347703814506531,0.8097953200340271,43,-0.6619859933853149,0.35209093314751416,10,7,"Brenan Hanifee",22304,669724
"Randy Rodríguez","SFG",0.7332339882850647,-6.025301933288574,6.758535861968994,14.239999771118164,1.5300545692443848,1.8061798810958862,1.4060827493667603,1.604583978652954,1.187742829322815,35,0.8298526406288147,-0.42389418878282226,20,7,"Randy Rodriguez",23974,678495
"Braydon Fisher","TOR",1.7736504077911377,-2.1798336505889893,3.953484058380127,14.98799991607666,1.5277869701385498,0.9981899857521057,0.7363393902778625,0.8566666841506958,0.7661897540092468,39,0.8774867057800293,0.8993798558041828,9,7,"Braydon Fisher",24609,680755
"Victor Vodnik","COL",-0.6279717683792114,-5.663315773010254,5.035344123840332,2.2759997844696045,0.08071928471326828,1.304645299911499,1.2681961059570312,1.4834538698196411,1.5229142904281616,21,0.7139995098114014,-1.1953347573471187,16,7,"Victor Vodnik",24614,680767
"Bryan King","HOU",2.1060242652893066,-5.056588172912598,7.162612438201904,16.159000396728516,1.6962114572525024,1.3346271514892578,1.2060744762420654,1.2821528911590576,1.2018736600875854,57,0.5529946684837341,1.024992309331963,27,7,"Bryan King",25890,687911
"Daniel Palencia","CHC",0.19721205532550812,-6.151919841766357,6.349132061004639,6.619000434875488,0.7194893956184387,1.6439787149429321,1.4253638982772827,1.4185518026351929,0.8035625219345093,16,0.664616584777832,-0.5446563605164407,21,7,"Daniel Palencia",27914,694037
"Ben Casparius","LAD",0.5236104130744934,-5.064509868621826,5.588119983673096,1.9199998378753662,0.18665000796318054,1.0694246292114258,1.066413164138794,1.5040324926376343,1.2480864524841309,37,0.5165875554084778,-0.02696874659107268,20,7,"Ben Casparius",30085,676508
"Mason Fluharty","TOR",0.762904167175293,-2.3005597591400146,3.0634639263153076,3.607999563217163,0.3606598377227783,0.8409154415130615,0.8207457065582275,1.041010856628418,0.7750999927520752,48,0.8080674409866333,0.09916309553746405,9,7,"Mason Fluharty",31553,689254
"Cade Gibson","MIA",0.5581182241439819,-3.1933159828186035,3.751434087753296,10.071000099182129,1.0254572629928589,0.9713899493217468,0.9732879400253296,1.032851219177246,0.9966303110122681,33,0.750747561454773,-0.1761912521850748,11,7,"Cade Gibson",31815,806188
"Kenley Jansen","LAA",3.46441388130188,-5.856277942657471,9.32069206237793,13.034000396728516,1.3276489973068237,1.9481111764907837,1.8477317094802856,1.898921251296997,2.3362715244293213,14,1.109824776649475,0.6685202804034172,31,6,"Kenley Jansen",3096,445276
"Shawn Armstrong","TEX",2.7801570892333984,-4.174396991729736,6.954554080963135,18.05900001525879,1.8915278911590576,1.2687441110610962,1.0878771543502808,1.3297593593597412,1.1580255031585693,47,1.3477427959442139,0.8435241939835292,28,6,"Shawn Armstrong",12857,542888
"Joe Ross","PHI",-0.38470983505249023,-2.5200538635253906,2.1353440284729004,0.3510006368160248,-0.009776031598448753,0.5643290877342224,0.6386382579803467,0.6386389136314392,0.5779555439949036,27,-0.8651006817817688,0.18338881646378968,4,6,"Joe Ross",12972,605452
"Brad Keller","CHC",1.6946722269058228,-4.725489616394043,6.420161724090576,16.799999237060547,1.696405291557312,1.3086029291152954,1.1671885251998901,1.2388776540756226,1.433323621749878,55,1.7545603513717651,-0.4595363305623845,29,6,"Brad Keller",15734,641745
"Aaron Bummer","ATL",0.5124303698539734,-2.332306146621704,2.844736337661743,2.4639999866485596,0.24998584389686584,0.7554757595062256,0.7269073724746704,0.8654800057411194,0.811434268951416,35,0.4664175510406494,0.21187075061034566,14,6,"Aaron Bummer",16258,607481
"Jalen Beeks","ARI",0.7361045479774475,-4.491279602050781,5.227384090423584,8.567999839782715,0.8693634867668152,1.2275716066360474,0.9463223814964294,1.1424610614776611,1.115355134010315,49,1.028799295425415,-0.4291564363056789,15,6,"Jalen Beeks",17192,656222
"Hogan Harris","ATH",1.1509543657302856,-2.6411938667297363,3.7921483516693115,6.875999927520752,0.6561238169670105,0.7258567214012146,0.7533988952636719,1.050920844078064,0.8371857404708862,28,0.4413868486881256,1.1442626766182604,10,6,"Hogan Harris",21520,663687
"Valente Bellozo","MIA",-0.12012787908315659,-2.2040019035339355,2.083873987197876,-4.294000148773193,-0.394797146320343,0.49606260657310486,0.48586440086364746,0.5530538558959961,1.132771372795105,14,-0.03563077002763748,-0.20653196808524488,3,6,"Valente Bellozo",23899,678368
"Abner Uribe","MIL",1.9556564092636108,-6.75040340423584,8.706060409545898,18.273000717163086,1.8749239444732666,1.5713857412338257,1.3291951417922974,1.35097336769104,1.5736132860183716,60,1.6187036037445068,-0.37416105894066876,30,6,"Abner Uribe",25327,682842
"Cole Henry","WSN",0.7669361233711243,-3.1414902210235596,3.908426284790039,-2.6000006198883057,-0.28969573974609375,0.9097537398338318,0.8592138290405273,1.0147192478179932,1.062186360359192,44,0.013217153958976269,0.8297979278050257,13,6,"Cole Henry",27570,669371
"Mike Vasil","CHW",2.267052173614502,-3.953855037689209,6.220907211303711,21.597999572753906,2.2242822647094727,0.8594355583190918,0.7545710206031799,1.0104727745056152,0.6842370629310608,27,2.066769599914551,0.5710688647266684,16,6,"Mike Vasil",30105,678024
"Mason Miller","- - -",3.153267979621887,-5.342285990715027,8.495554208755493,13.871999740600586,1.445637434720993,1.8214839120065012,1.574288388957148,1.6723233699798583,1.6256869875866433,23,1.412436842918396,0.31871650893763337,29,6,"Mason Miller",31757,695243
"Jakob Junis","CLE",0.5767118334770203,-2.976726770401001,3.553438663482666,9.50100040435791,0.989541232585907,0.7055177092552185,0.5836251974105835,0.7261754274368286,0.6303666830062866,48,0.8248599171638489,-0.007429219235901008,8,5,"Jakob Junis",13619,596001
"Sean Newcomb","- - -",1.6474120765924454,-1.778816044330597,3.426228255033493,12.52699899673462,1.2952601462602615,0.5558986269138955,0.6564463929432195,0.9020232599835063,0.8453875202685595,32,1.2152417488396168,1.7482699362641085,12,5,"Sean Newcomb",16943,656794
"Taylor Clarke","KCR",0.873768150806427,-2.213106155395508,3.08687424659729,5.909000396728516,0.5921944975852966,0.6808630228042603,0.7655051946640015,0.8751215934753418,0.7409722208976746,36,1.2926220893859863,-0.009297659153821192,11,5,"Taylor Clarke",17611,664199
"Jack Dreyer","LAD",0.9657663106918335,-3.0838518142700195,4.049618244171143,14.39799976348877,1.4787969589233398,0.885421633720398,0.8522319793701172,0.9845290184020996,1.2894541025161743,48,1.5601871013641357,-0.469445387008411,17,5,"Jack Dreyer",30249,676263
"Jimmy Herget","COL",1.7400082349777222,-2.9368019104003906,4.676810264587402,20.08300018310547,1.9332822561264038,0.664333164691925,0.6412781476974487,0.8347084522247314,0.7967880368232727,50,1.451554298400879,1.1676258471283991,14,4,"Jimmy Herget",17556,623474
"Kolby Allard","CLE",0.44131216406822205,-1.825520634651184,2.2668328285217285,5.383000373840332,0.5367285013198853,0.5398057103157043,0.5347470641136169,0.6393741965293884,0.9593733549118042,15,0.3480968475341797,0.4694420477289354,7,4,"Kolby Allard",18694,663465
"Aaron Ashby","MIL",1.6501164436340332,-3.1150760650634766,4.76519250869751,17.072999954223633,1.745937466621399,0.9145017862319946,0.8333202004432678,1.034352421760559,1.0848060846328735,33,0.8375958204269409,0.9667926110412779,16,4,"Aaron Ashby",23550,676879
"Carmen Mlodzinski","PIT",0.578568160533905,-2.5473220348358154,3.1258902549743652,10.956999778747559,1.0764299631118774,0.784524142742157,0.744488000869751,0.8640636205673218,1.0766667127609253,15,0.6111162900924683,0.12636026290643443,9,4,"Carmen Mlodzinski",27572,669387
"Matt Svanson","STL",1.3436040878295898,-1.755923867225647,3.0995280742645264,12.279000282287598,1.2773795127868652,0.6900216341018677,0.6960530877113342,0.859820544719696,0.9009310603141785,29,1.936349868774414,0.010841380639707854,11,4,"Matt Svanson",29629,694335
"Yariel Rodríguez","TOR",2.28816819190979,-3.85062313079834,6.138791084289551,18.727998733520508,1.8956352472305298,1.0387486219406128,0.9582403302192688,1.0221138000488281,1.2273374795913696,48,1.7540631294250488,0.4487491232978327,23,4,"Yariel Rodriguez",33838,684320
"Tyler Phillips","MIA",2.278846025466919,-2.6342310905456543,4.913077354431152,15.628999710083008,1.5697948932647705,0.7012878060340881,0.6937795877456665,0.7434679269790649,0.8698941469192505,34,1.0631309747695923,2.186385138100263,16,3,"Tyler Phillips",20629,663969
"Brant Hurter","DET",0.9975343942642212,-2.69303297996521,3.6905672550201416,5.708000183105469,0.5526705980300903,0.7920682430267334,0.7933977246284485,0.9825230836868286,0.9903470873832703,34,0.38668352365493774,0.8727210832667325,13,3,"Brant Hurter",30133,676428
"Justin Wrobleski","LAD",0.44171419739723206,-4.504385948181152,4.946100234985352,8.545999526977539,0.8663962483406067,1.1261736154556274,0.9263954758644104,1.2090272903442383,1.3503077030181885,13,0.6967298984527588,-0.30450423152615147,9,3,"Justin Wrobleski",31204,680736
"Josh Hader","HOU",4.246212005615234,-4.134777545928955,8.380990028381348,14.711999893188477,1.5480703115463257,2.052497148513794,1.863398790359497,1.751908302307129,2.585028648376465,7,1.5798665285110474,0.48893634836013433,28,2,"Josh Hader",14212,623352
"Tristan Beck","SFG",0.7405902147293091,-1.0868221521377563,1.8274123668670654,2.371999502182007,0.23961645364761353,0.4440808892250061,0.5100595951080322,0.7333333492279053,0.7291713953018188,21,0.3800811767578125,1.2876109773039404,6,2,"Tristan Beck",21584,663941
